ID,sample,int_date,lang,version,form,llitext1,q1,eminuse,intmob,intfreq,device1a,smart1,snsint2,acct1a,acct1b,acct1c,acct1d,acct2,acct3a,acct3b,acct3c,acct3d,acct3e,acct3f,acct3g,secur1,secur2a,secur2b,secur2c,secur2d,secur2e,secur2f,secur2g,habits1a,habits1b,habits1c,habits1d,habits1e,habits1f,habits2,habits3,habits4a,habits4b,habits4c,habits5,habits6,habits7,habits8,habits9,habits10,habits11,habits12,wifi1,wifi2a,wifi2b,wifi2c,wifi2d,policy1,policy2a,policy2b,policy3,policy4,policy5,policy6a,policy6b,policy6c,policy6d,policy6e,sex,age,educ2,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,marital,par,emplnw3,party,partyln,ideo,inc,hh1,hh3,ql1a,qc1,habits1fos,habits9os,raceos,usr,cregion,state,density,race3m1orig,race3m2orig,race3m3orig,race3m4orig,origraceos,i_usernw2,SmartPhone,racecmb,racethn,racethn2,racethn3,hhcell,genage2016,child,partysum,partyideo,habits1cnt,iphoneuse,hphoneuse,recage,receduc,adults,ll,cp,weight,standwt
202328,2,42316,1,1,1, ,1,1,1,2, ,1,2,1,1,1,1,1,2,3,2, ,4,2,1,2,1,1,2,2, ,2,2,1,2,1,2,2,2,1,2,1,2,1,1,1, ,1,1,3,2,1,1,2,2, ,2,1,3,2,3,3,2,2,1,1,2,1,1,40,5,2,2, , , , ,1,1,1,3,8,3,8,4,2, ,1, , , ,S,3,13,3,2, , , , ,1,1,2,2,2,2,1,2,2,9,3,2,2,2,3,2,2,1,1,5.470588235,1.910275513
202337,2,42316,1,1,1, ,2,1,1,4, ,2,1,2,2,2,1,1,2,2,2,4,3,1,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,1,1,1, , , , , ,2, , , , ,1,2,3,3,2,3,2,3,1,3,2,2,36,6,2,1, , , , ,1,1,3,3,1,2,4,8,3, ,2, , , ,U,3,12,4,1, , , , ,1,2,1,1,1,1,1,2,5,1,3,2,3,3,3,3,3,0,1,2.823529412,0.985948652
202338,2,42316,1,1,1, ,2,1,1,3, ,1,1,2,2,1,2,1,2,2,2,3,4,5,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2, ,3,2,2,2, , , , ,2,2,2,3,2,2,3,2,1,3,2,2,57,6,2,1, , , , ,1,2,3,1, ,2,1,2,2, ,2, , , ,R,3,5,1,1, , , , ,1,1,1,1,1,1,1,3,0,1,1,2,3,3,5,3,2,0,1,1.058823529,0.369730744
202340,2,42316,1,1,1, ,2,1,1,2, ,1,1,1,1,2,2,1,2,3,2,3,2,3,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2, ,2,2,2,2,2,1,2,1,2,3,2,2,2, , , , ,1,2,2,2,2,2,1,3,1,2,2,1,61,6,2,1, , , , ,3,2,1,3,2,3,5,1, , ,2, , , ,S,2,55,3,1, , , , ,1,1,1,1,1,1,1,3,0,2,3,1,3,3,5,3,1,0,1,1.294117647,0.451893132
202361,2,42316,1,1,1, ,2,1,1,2, ,1,2,1,2,2,2,1,2,2,2, ,3,2,2,2,2,1,2,2, ,2,2,1,1,2,2,2,8,2,2,2,1,2,2,1, ,1,3,3,2,1,2, , , , ,1,2,2,3,2,3,2,3,1,3,1,1,26,5,2,1, , , , ,2,2,3,1, ,2,5,2,2, ,2, , , ,S,3,48,5,1, , , , ,1,1,1,1,1,1,1,1,0,1,1,2,3,3,2,2,2,0,1,5.029411765,1.756221036
202375,2,42316,1,1,2, ,2,1,1,1, ,1,1,1,8,2,2,1,2,4,3,4,4,5,3,2,2,2,1,2,1,2,2,1,2,2,2,2,2, ,1,2,2,2,1,2,2,1,1,3,3,2,1,2,2,1,1,1,2,2,2,2,3,3,3,3,3,2,2,23,5,2,1,3, , , ,6,2,2,8,2,3,3,3,3, ,1, , , ,U,3,1,3,4, , , ,WHITE AND ASIAN,1,1,4,4,5,5,1,1,0,2,9,1,2,2,1,2,3,1,1,5.794117647,2.023248796
202396,2,42316,1,1,1, ,2,1,1,3, ,1,1,1,1,1,1,1,2,3,3,3,2,2,3,3,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,1,2, ,2,2,1,2, , , , ,2,3,3,2,2,3,2,3,2,3,3,2,31,6,2,1, , , , ,1,1,1,3,9,8,6,3,2, ,2, , , ,U,3,48,5,1, , , , ,1,1,1,1,1,1,1,1,1,9,3,2,3,3,2,3,2,0,1,3.205882353,1.119462532
202398,2,42316,1,1,1, ,2,1,1,3, ,1,1,1,2,2,2,2,2,2,1,3,4,2,4,3,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,4,4,3,2,1,2,2,1,2,2,2,2,3,3,3,3,3,2,3,2,2,69,3,2,1, , , , ,1,2,3,1, ,2,6,2,2, ,1, , , ,R,4,41,1,1, , , , ,1,1,1,1,1,1,1,4,0,1,1,2,2,2,6,1,2,1,1,2.264705882,0.790812981
202402,2,42316,1,1,1, ,2,1,1,2, ,8,1,2,2,1,1,2,3,3,3,3,3,3,3,3,2,2,1,2,1,2,1,2,1,2,2,2,2, ,1,1,1,2,1,1,2, , , , , ,2, , , , ,1,2,2,2,2,2,3,2,1,3,3,2,57,2,1,1, , , ,1,3,2,2,2, ,2,2,2,1, ,2, , , ,U,3,48,3,1, , , , ,1,2,1,3,3,3,1,3,1,2,4,1,3,3,5,1,1,0,1,2.911764706,1.016759547
202408,2,42316,1,1,1, ,1,1,1,2, ,1,1,2,2,2,2,1,3,1,2,2,1,2,3,3,2,2,2,1,2,2,2,1,2,2,2,1,2,5,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,1,1,1,2,2,2,3,3,1,1,1,2,1,1,64,6,2,3, , , , ,6,2,3,2, ,3,8,2,2, ,1, , , ,U,4,6,2,3, , , , ,1,1,3,4,5,4,1,4,0,2,4,2,2,2,5,3,2,1,1,1.5,0.523785221
202417,2,42316,1,1,1, ,2,2,1,3, ,2,2,2,2,2,2,1,2,2,2, ,3,2,2,2,2,2,2,2, ,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2, , , , , , ,2, , , , ,3,2,2,2,3,3,2,2,1,3,2,2,64,5,2,1, , , , ,4,2,1,2, ,8,4,1, , ,2, , , ,U,2,27,1,1, , , , ,1,2,1,1,1,1,1,4,0,2,9,2,3,3,5,2,1,0,1,1.852941176,0.647028803
202423,2,42316,1,1,1, ,2,1,1,5, ,8,2,1,2,1,2,1,1,1,2, ,1,2,2,2,2,1,1,2, ,1,1,1,2,2,1,2,2,4,2,1,1,2,2,1, , , , , , ,2, , , , ,1,1,1,2,2,1,3,1,1,1,1,1,58,5,2,1, , , , ,3,2,1,1, ,2,3,2,2, ,2, , , ,S,3,12,4,1, , , , ,1,2,1,1,1,1,1,3,0,1,1,2,3,3,5,2,2,0,1,2.676470588,0.934597159
202431,2,42316,1,1,1, ,1,2,2, , ,2, , , , , , ,1,1, , ,3,4,2,3,2,2,1, , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3,1,1,2,3,3,3,8,3,1,67,2,2,1, , , , ,4,2,3,2, ,3,4,4,2, ,2, , , ,R,3,45,1,1, , , , ,0,2,1,1,1,1,1,4,2,2,4, ,3,3,6,1,2,0,1,3.352941176,1.170814024
202434,2,42316,1,1,1, ,1,1,1,1, ,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,4,2,2,2,2, , , , ,1,3,3,2,2,2,2,3,1,3,2,2,48,3,2,2, , , , ,1,2,1,9,1,3,7,3,3, ,1, , , ,S,3,13,4,2, , , , ,1,1,2,2,2,2,1,2,0,1,9,3,2,2,4,1,3,1,1,5.529411765,1.93081611
202440,2,42316,1,1,2, ,1,1,1,2, ,1,2,1,1,1,1,1,2,2,2, ,2,2,2,1,2,1,1,2, ,2,2,1,1,2,1,2,2,1,2,2,2,1,2,1, ,1,4,1,1,1,1,2,2, ,2,2,3,2,2,1,2,2,3,1,3,3,2,55,5,2,1, , , , ,4,1,2,3,2,3,3,3,1, ,2, , , ,S,3,37,3,1, , , , ,1,1,1,1,1,1,1,3,2,2,3,3,3,3,5,2,1,0,1,2.029411765,0.708650593
202441,2,42316,1,1,2, ,2,9,1,4, ,1,1,1,1,2,1,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,3,2,1,1,2,2,1,1,1,3,3,2,1,2,3,2,1,3,3,2,21,4,2,2, , , , ,6,2,2,4,9,8,2,1, , ,2, , , ,U,2,55,3,2, , , , ,1,1,2,2,2,2,1,1,0,9,9,2,3,3,1,2,1,0,1,4.970588235,1.735680439
202445,2,42316,1,1,1, ,9,1,1,3, ,1,1,2,2,2,2,1,4,4,4,4,4,4,4,2,2,1,1,2,2,2,2,2,2,2,2,2,2, ,1,1,2,1,2,1,2,2, ,4,1,2,1,1,1,1,1,2,1,1,4,4,4,3,3,3,3,3,1,48,2,1,2, , , ,3,1,2,3,3,1,4,1,6,5, ,2, , , ,U,3,48,5,2, , , , ,1,1,2,3,4,3,1,2,1,1,3,0,3,3,4,1,3,0,1,3.794117647,1.324868501
202461,2,43016,1,1,1, ,1,1,1,2, ,1,1,1,1,1,1,2,1,1,2,3,4,2,3,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,3,1,1,1,2, , , , ,1,1,1,2,1,2,2,3,1,3,1,1,34,4,2,1, , , , ,1,1,1,1, ,1,7,8,4, ,1, , , ,R,4,32,1,1, , , , ,1,1,1,1,1,1,1,1,4,1,1,3,2,2,2,2,3,1,1,3.529411765,1.232435815
202462,2,42316,1,1,2, ,1,1,1,1, ,1,1,1,1,2,1,2,2,2,1,2,2,1,3,2,2,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,3,2,1,1,2,2,1,1,1,2,2,3,3,2,2,2,2,2,2,2,32,8,1,1, , , ,1,6,2,1,2, ,5,7,5,5, ,2, , , ,U,4,6,5,1,4, , ,ARGENTINE,1,1,1,3,3,3,1,1,0,2,5,2,3,3,2,3,3,0,1,4.088235294,1.427571485
202471,2,42816,1,1,1, ,1,1,1,2, ,1,2,2,2,2,2,1,3,3,3, ,3,3,3,2,2,2,2,2, ,2,2,1,1,2,1,2,2,2,2,1,2,2,2,9, ,1,1,3,2,2,1,2,2, ,1,1,2,2,2,2,2,2,3,2,3,3,1,56,8,2,2, , , , ,1,2,1,9,2,9,7,2,2, ,1, , , ,U,2,31,4,2, , , , ,1,1,2,2,2,2,1,3,0,2,9,3,2,2,5,3,2,1,1,1.117647059,0.390271341
202472,2,42416,1,1,1, ,1,1,1,3, ,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,2,2,2,1,6,2,2,2,2,2,2,2,1,4,3,2,8,2, , , , ,1,2,2,2,2,2,3,2,2,2,2,2,72,8,2,1, , , , ,1,2,2,2, ,4,98,2,2, ,2,KEYWORDS, , ,U,4,35,1,1, , , , ,1,1,1,1,1,1,1,5,0,2,5,3,3,3,6,3,2,0,1,1.029411765,0.359460446
202478,2,42416,1,1,1, ,1,1,1,1, ,1,1,1,1,1,1,2,2,1,3,4,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1,1,1,2,1,4,3,2,2,1,2,2,1,1,2,3,3,3,3,2,1,2,1,3,2,1,50,8,2,1, , , , ,1,1,1,3,2,3,9,3,2, ,1, , , ,S,3,48,5,1, , , , ,1,1,1,1,1,1,1,2,1,2,3,2,2,2,4,3,2,1,1,1.823529412,0.636758504
202482,2,42416,1,1,1, ,2,1,1,2, ,1,1,1,1,1,1,1,5,2,2,3,3,1,3,2,2,8,1,2,1,2,2,1,1,2,2,1,2,2,2,1,1,1,2,2,2,1,1,2,8,8,1,2,2,2,2,2,1,1,2,2,8,1,2,1,8,8,2,71,8,2,1, , , , ,1,2,2,2, ,4,7,2,2, ,1, , , ,U,1,25,3,1, , , , ,1,1,1,1,1,1,1,5,0,2,5,3,2,2,6,3,2,1,1,1.323529412,0.46216343
202491,2,42416,1,1,1, ,9,1,1,1, ,1,1,1,1,1,1,1,3,2,3,2,2,3,2,3,2,1,1,1,1,2,2,1,2,1,2,2,2,3,1,1,1,1,1,1,1,1,4,3,2,2,1,1,2,1,1,1,3,2,2,2,2,1,2,1,2,1,2,41,8,2,1, , , , ,1,1,1,2, ,5,8,3,2, ,2, , , ,S,2,26,3,1, , , , ,1,1,1,1,1,1,1,2,1,2,5,2,3,3,3,3,2,0,1,2.823529412,0.985948652
202494,2,42816,1,1,2, ,1,1,1,4, ,1,2,2,1,2,2,1,2,2,2, ,3,3,3,2,2,1,1,2, ,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2, ,1,4,3,2,1,1,1,2, ,2,1,2,2,2,3,2,3,2,1,3,2,2,65,5,2,1, , , , ,1,2,2,3,9,1,9,2,2, ,2, , , ,U,3,48,2,1, , , , ,1,1,1,1,1,1,1,4,0,9,3,2,3,3,6,2,2,0,1,1.823529412,0.636758504
202507,2,42416,1,1,2, ,1,1,1,2, ,1,1,2,2,2,2,1,2,1,2,3,3,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,2,2,1,1,1,2,2,1,8,2,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,3,2,2,67,8,2,1, , , , ,1,2,2,3,2,3,9,2,2, ,1, , , ,U,3,5,2,1, , , , ,1,1,1,1,1,1,1,4,0,2,3,3,2,2,6,3,2,1,1,1,0.349190147
202515,2,42416,1,1,2, ,1,1,1,1, ,1,1,1,1,1,1,2,2,1,2,2,2,1,2,3,2,1,1,2,2,2,2,2,2,2,1,2,2, ,2,2,1,2,1,2,1,1,4,1,2,2,1,1,1,1,1,1,3,3,2,1,3,1,3,1,1,1,2,50,3,2,1, , , , ,1,1,3,2, ,3,5,4,3, ,1, , , ,U,4,6,5,1, , , , ,1,1,1,1,1,1,1,2,1,2,4,1,2,2,4,1,3,1,1,5.294117647,1.848653722
202519,2,43016,1,1,1, ,2,1,1,3, ,1,1,1,2,2,1,1,1,2,2,9,4,4,2,2,2,2,1,2,2,8,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,1,3,3,2,1,2, , , , ,2,2,2,2,2,2,3,3,2,3,3,1,54,3,2,1, , , , ,2,2,1,1, ,9,4,5,5, ,1, , , ,S,4,53,1,1, , , , ,1,1,1,1,1,1,1,3,0,1,9,2,2,2,4,1,3,1,1,3.117647059,1.088651636
202522,2,42416,1,1,1, ,2,1,1,1, ,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,1,1,1,2,1,8,1,2,2,2,2,2, ,2,1,1,2,2,1,1,1,2,3,1,2,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,1,2,48,8,2,1, , , , ,2,1,1,3,2,4,5,3,2, ,1, , , ,S,3,51,3,1, , , , ,1,1,1,1,1,1,1,2,1,2,3,1,2,2,4,3,2,1,1,2.029411765,0.708650593
202525,2,42416,1,1,1, ,2,1,1,1, ,1,1,1,1,1,1,1,3,4,2,4,2,3,2,3,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,3,2,1,1,1,2,1,1,1,2,2,2,2,3,1,3,2,3,3,2,22,4,2,2, , , , ,6,2,2,2, ,4,7,6,3, ,2, , , ,S,3,12,4,2, , , , ,1,1,2,2,2,2,1,1,3,2,5,2,3,3,1,2,3,0,1,5.911764706,2.064329989
202529,2,42416,1,1,1, ,2,2,2, , ,2, , , , , , ,4,8, , ,4,5,2,8,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,2,2,2,3,3,3,3,3,1,58,4,2,1, , , , ,5,2,3,3,1,4,98,5,2, ,1, , , ,U,2,39,5,1, , , , ,0,2,1,1,1,1,1,3,3,1,3, ,2,2,5,2,2,1,1,2.882352941,1.006489249
202542,2,42916,1,1,2, ,2,1,1,1, ,1,1,1,1,2,1,1,3,2,2,4,2,2,3,3,1,1,2,2,1,2,8,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,4,1,2,1,1,2,2,1,2,2,2,2,2,3,4,2,3,1,2,1,2,27,4,2,1, , , , ,1,2,1,2, ,5,4,2,2, ,2, , , ,U,3,24,4,1, , , , ,1,1,1,1,1,1,1,1,0,2,5,2,3,3,2,2,2,0,1,5.264705882,1.838383423
202543,2,42416,1,1,1, ,2,1,1,1, ,1,1,2,2,2,1,1,2,2,4,2,4,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,8,2,2,2,2,2,2,1,2,1,1,1,1,1,2, , , , ,1,2,2,4,4,2,1,2,1,2,1,2,56,5,2,1, , , , ,1,2,1,3,1,3,3,1, , ,2, , , ,S,3,12,4,1, , , , ,1,1,1,1,1,1,1,3,0,1,3,2,3,3,5,2,1,0,1,2.176470588,0.760002086
202544,2,42416,1,1,1, ,2,1,1,2, ,1,1,2,2,2,2,1,2,3,4,4,3,2,3,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2, ,3,2,1,1,2,2,1,2,2,1,1,4,3,4,2,1,1,2,2,2,51,3,2,1, , , , ,1,2,2,3,1,1,4,2,2, ,1, , , ,R,3,51,1,1, , , , ,1,1,1,1,1,1,1,2,0,1,3,3,2,2,4,1,2,1,1,3.323529412,1.160543725
202547,2,42416,1,1,1, ,2,1,1,2, ,1,1,1,1,2,2,8,1,1,2,2,1,5,2,3,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,1,2,1,1,2,2,1,1,3,2,2,1,1,1,1,1,2,4,2,1,2,4,2,3,1,3,1,1,31,5,2,3,2,5, , ,3,2,3,3,2,4,3,1, , ,2, , , ,U,4,6,5,3,2,5, , ,1,1,4,4,5,5,1,1,0,2,3,2,3,3,2,2,1,0,1,5.911764706,2.064329989
202551,2,42416,1,1,1, ,1,1,2,4, ,2,2,2,2,2,2,1,4,3,3, ,3,4,3,2,1,2,1,1, ,2,2,1,1,2,2,2,2,1,2,1,1,2,2,1, , , , , , ,2, , , , ,1,2,2,3,3,3,2,3,1,2,2,2,52,4,2,1, , , , ,1,1,1,3,9,2,8,5,2, ,1, , , ,S,1,42,2,1, , , , ,1,2,1,1,1,1,1,3,3,9,3,2,2,2,4,2,2,1,1,3.558823529,1.242706113
202552,2,42416,1,1,1, ,2,1,2,3, ,2,2,1,2,1,1,1,2,2,4, ,4,4,3,2,2,2,1,1, ,1,2,1,1,2,2,1,2,1,2,1,1,2,2,2, , , , , , ,2, , , , ,2,1,2,3,3,3,3,2,2,2,3,2,80,3,2,1, , , , ,3,2,3,2, ,3,2,1, , ,1, , , ,S,3,21,2,1, , , , ,1,2,1,1,1,1,1,6,0,2,4,3,2,2,6,1,1,1,1,1.823529412,0.636758504
202557,2,42416,1,1,2, ,1,1,1,3, ,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2, ,1,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,3,8,3,2,2,2,3,3,2,3,3,2,68,5,2,1, , , , ,1,2,3,2, ,3,4,2,2, ,1, , , ,R,2,39,1,1, , , , ,1,1,1,1,1,1,1,4,0,2,4,1,2,2,6,2,2,1,1,1.617647059,0.564866415
202568,2,50316,1,1,2, ,1,1,1,2, ,1,1,1,2,2,1,1,2,2,4,4,2,1,4,1,2,2,2,1,1,2,2,1,2,2,2,2,2, ,2,2,2,2,2,1,1,1,2,5,1,2,1,2,2,1,1,2,4,4,1,2,3,3,3,3,2,3,2,26,6,2,3, , , , ,1,2,3,2, ,4,5,2,2, ,2, , , ,S,1,34,5,3, , , , ,1,1,3,4,5,4,1,1,0,2,5,1,3,3,2,3,2,0,1,4,1.39676059
202569,2,50116,1,1,1, ,1,1,1,2, ,1,1,1,1,1,1,1,2,1,2,3,4,2,3,3,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,1,1,2,1,2,3,2,1,1,1,1,1,1,2,2,3,2,2,2,2,1,1,3,2,1,72,8,2,1,3, , , ,1,2,2,1, ,2,9,2,2, ,1, , , ,S,3,45,2,1,4, , ,PACIFIC ISLANDER,1,1,4,4,5,5,1,5,0,1,1,3,2,2,6,3,2,1,1,1.352941176,0.472433729
202579,2,42516,1,1,2, ,2,1,1,3, ,1,2,1,1,2,1,2,2,8,2, ,2,8,2,8,2,2,1,2, ,1,2,1,2,2,2,2,2, ,2,1,2,1,2,1, ,1,9,2,1,8,1,2,2, ,1,2,8,2,2,2,2,8,8,2,2,8,1,60,6,2,2, , , , ,1,2,1,2, ,3,9,2,2, ,1, , , ,U,1,42,5,2, , , , ,1,1,2,2,2,2,1,3,0,2,4,1,2,2,5,3,2,1,1,1.470588235,0.513514923
202592,2,42516,1,1,1, ,2,1,1,1, ,1,1,1,2,2,2,2,2,2,1,2,1,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2, ,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,3,3,1,2,2,3,3,3,3,3,1,18,2,1,7, , , ,1,6,2,2,3,1,2,98,3,2, ,1, , , ,S,2,26,3,4, , , ,SPANISH,1,1,5,3,3,3,1,1,1,1,3,1,2,2,1,1,2,1,1,2.705882353,0.944867458
202602,2,42516,1,1,2, ,1,1,1,2, ,1,1,1,2,2,2,1,4,2,4,4,4,4,4,2,2,1,2,1,2,2,2,2,2,1,2,2,2, ,2,1,1,1,1,1,2,1,1,2,1,2,2, , , , ,1,1,1,4,4,2,1,1,1,2,2,2,58,8,2,1, , , , ,1,2,1,2, ,8,8,2,2, ,2, , , ,U,3,12,5,1, , , , ,1,1,1,1,1,1,1,3,0,2,9,1,3,3,5,3,2,0,1,1.5,0.523785221
202603,2,42816,1,1,2, ,1,1,1,1, ,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,1,1,1,4,3,2,2,2, , , , ,2,3,3,2,2,2,2,3,2,3,3,1,27,8,2,3, , , , ,1,2,1,3,1,3,2,2,2, ,2, , , ,S,1,34,5,3, , , , ,1,1,3,4,5,4,1,1,0,1,3,2,3,3,2,3,2,0,1,2.676470588,0.934597159
202610,2,42516,1,1,2, ,1,2,2, , ,2, , , , , , ,2,2, , ,3,2,2,2,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,3,2,2,3,3,2,3,3,1,66,3,2,1, , , , ,1,2,2,1, ,2,3,2,2, ,1, , , ,S,3,12,2,1, , , , ,0,2,1,1,1,1,1,4,0,1,1, ,2,2,6,1,2,1,1,3.205882353,1.119462532
202616,2,42516,2,1,1, ,2,2,2, , ,2, , , , , , ,4,4, , ,4,4,4,2,2,1,2, , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , ,3,4,2,1,2,2,3,3,2,3,3,1,50,2,1,7, , , ,3,5,2,1,4,8,3,4,1, , ,2, , , ,U,4,6,5,7, , , , ,0,2,5,3,4,3,1,2,0,9,9, ,3,3,4,1,1,0,1,5.264705882,1.838383423
202618,2,42516,1,1,2, ,2,1,1,2, ,1,1,2,2,2,2,1,2,2,2,2,4,5,2,3,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2, ,3,2,2,1,2,2,1,1,2,2,3,2,2,2,2,2,1,3,3,2,68,3,2,1, , , , ,1,2,3,1, ,1,99,2,2, ,1, , , ,S,3,45,2,1, , , , ,1,1,1,1,1,1,1,4,0,1,1,3,2,2,6,1,2,1,1,2.5,0.872975369
202625,2,42516,1,1,2, ,1,1,1,1, ,1,2,1,1,1,1,2,1,1,2, ,1,2,2,1,2,2,1,2, ,2,2,1,2,2,2,2,2, ,2,2,2,2,1,2, ,1,1,1,1,1,1,2,2, ,1,2,3,3,1,1,2,3,3,2,3,2,1,23,6,2,3, , , , ,6,2,3,2, ,3,1,6,4, ,1, , , ,U,1,36,5,3, , , , ,1,1,3,4,5,4,1,1,2,2,4,1,2,2,1,3,3,1,1,2.411764706,0.842164473
202633,2,42516,1,1,2, ,2,1,1,2, ,1,1,2,2,1,1,1,4,4,4,4,4,4,4,2,1,1,1,1,2,1,2,1,2,2,1,2,2,4,1,1,2,1,2,2,2,2, ,1,3,2,1,1,2,1,1,2,2,4,4,4,4,1,2,1,2,2,1,55,4,1,7, , , ,1,2,1,1,1, ,2,9,5,4, ,1, , , ,U,1,36,5,7, , , , ,1,1,5,3,3,3,1,3,1,1,1,2,2,2,5,2,3,1,1,3.323529412,1.160543725
202635,2,42516,1,1,1, ,2,1,1,2, ,1,2,1,2,2,1,2,2,2,2, ,2,2,2,2,2,2,2,2, ,2,2,1,2,2,1,2,2,1,1,2,2,2,1,1, ,2, ,3,2,2,1,1,1, ,1,2,2,3,2,2,2,3,3,3,3,3,2,23,6,2,2, , , , ,6,2,2,2, ,5,3,3,3, ,1, , , ,U,1,25,3,2, , , , ,1,1,2,2,2,2,1,1,0,2,5,2,2,2,1,3,3,1,1,2.764705882,0.965408055
202641,2,42516,1,1,1, ,1,1,1,2, ,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2, ,2,1,2,2,2,1,2,1,1,2,1,2,1,2,2,1,1,2,1,1,3,3,3,2,2,1,3,1,2,52,6,2,1, , , , ,1,2,1,1, ,3,7,2,2, ,2, , , ,R,2,31,1,1, , , , ,1,1,1,1,1,1,1,3,0,1,2,1,3,3,4,3,2,0,1,2.088235294,0.72919119
202645,2,42516,1,1,2, ,2,1,2,2, ,2,2,1,2,2,2,1,5,5,2, ,1,1,2,3,2,2,1,2, ,2,2,1,2,2,2,2,1,8,2,2,1,2,1,2, , , , , , ,2, , , , ,1,1,1,2,3,3,1,1,1,3,3,1,78,3,2,1, , , , ,1,2,3,3,2,4,6,2,2, ,1,EXTERNAL STORAGE DEVICE, , ,U,4,56,1,1, , , , ,1,2,1,1,1,1,1,5,0,2,3,2,2,2,6,1,2,1,1,2.911764706,1.016759547
202648,2,42516,1,1,1, ,2,1,1,2, ,1,1,9,1,1,1,2,2,2,2,2,3,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,2,1,1,2,1,2,1,2,2,2,1,2,3,3,2,2,2,3,2,1,3,3,2,51,5,2,1, , , , ,3,2,1,3,1,2,6,1, , ,1, , , ,R,4,32,1,1, , , , ,1,1,1,1,1,1,1,2,0,1,3,2,2,2,4,2,1,1,1,1.941176471,0.677839698
202658,2,42516,1,1,2, ,2,1,1,1, ,1,1,1,1,1,1,1,2,2,1,2,4,2,2,1,2,1,1,2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,3,2,2,1,2,2,1,1,2,1,1,3,2,2,1,3,2,3,1,2,35,8,2,1, , , , ,3,1,1,3,2,4,99,3,2, ,1, , , ,S,4,6,3,1, , , , ,1,1,1,1,1,1,1,1,1,2,3,3,2,2,3,3,2,1,1,2.264705882,0.790812981
202659,2,42516,1,1,1, ,2,1,1,2, ,1,1,2,1,1,2,2,2,2,2,4,4,2,4,2,2,2,2,2,2,1,1,8,8,8,8,8,8, ,8,2,2,8,2,8,8,1,8,5,8,1,2, , , , ,1,1,1,2,2,3,2,1,2,2,3,2,99,5,2,8, , , , ,1,2,3,3,2,5,5,2,2, ,2, , , ,S,4,49,4,8, , , , ,1,1,9,9,9,9,1,9,0,2,3,0,3,3,9,2,2,0,1,2.147058824,0.749731787
